,Hotel_name,Star_rating,City,Country,Price_per_night,Amenities,Customer_review1,Customer_review2
164,Hotel Prakash Regency,4/5,jhansi,India,1136,"['Doctor On Call', 'Sanitizers', 'Sanitizers installed', 'Power backup']","Good experience,Good food.Good staff behaviour,Good location & rooms are very good
Overall great experience","nice room.clean,hygeinic.staff is cordial,location is nice reachable.adjacent restaurant,nice food and tea."
165,HOTEL BUNDELKHAND PRIDE,4.2/5,jhansi,India,1173,"['Doctor On Call', 'First-aid Services', 'Sanitizers installed', 'Bar']","clean and hygienic room, good food. cooperative staff, nice hotel in budget price.will save this hotel for future check-in also.",Rooms are good food is also delicious and experience with service is also very good. market is nearby.location is good and conveinence of all kind is available highway is near.
166,Hotel Tulsi,4.2/5,jhansi,India,2411,"['Doctor On Call', 'Sanitizers', 'First-aid Services', 'Sanitizers installed']","great stay and good 🍴🍕🍔food.
room is neat and clean.
service is fast and friendly.
bathroom is neat and clean.
nothing is here to share about dislike.",Good location Hotel staff supported. very comfortable peace hotel & location. Clean room all experience is good.
167,Hotel Raj Palace,4.4/5,jhansi,India,1078,"['Doctor On Call', 'Air Conditioning', 'Sanitizers installed', 'Business Services']","The place is gorgeous, the location is great, and all the staff were lovely; specially Mr. Dhaval jain , the hotel wasn’t fully booked, and we got a nice room upgrade. The breakfast was awesome!","Dear Guest Mr.Gaurav Kocher sir, I thank you for taking the time to post your valuable feedback. In our quest for a cont"
168,HOTEL RISHABH,4/5,jhansi,India,739,"['Doctor On Call', 'Air Conditioning', 'Parking Facility', 'Room Service']",Good stay and good food. Service is also prompt. Nearby Bus stand. Area is also better where hotel located.,"good location good staff good room good bathroom good cleaner good food, ok TV ac work comfortable bad"
169,Hotel Kamla Guest House,4.3/5,jhansi,India,2011,"['Doctor On Call', 'Air Conditioning', 'Indoor Entertainment', 'Bar']","A good hotel at the given price, Location is very good, rooms are clean and spacious, food is good they have the famous MOTI MAHAL restaurant in house and another restaurant Kesar punjabi,so u have choice while ordering your food..
staff is very serious about their job, soft spoken and polite . overall a good hotel at the given price.
Thank You Midtown..
Overall good at the given price, breakfast options can be increased.","Dear Guest, Many thanks for your feedback/ review. it was indeed heartening to learn that you had a comfortable stay and"
170,HOTEL JP PALACE,4.4/5,jhansi,India,918,"['Doctor On Call', 'Sanitizers', 'Sanitizers installed', 'Business Services']",pleasent stay nice rooms. rooms are neet and clean staff behaviour is very good and food is also nice but it's costly,"value for money. nice clean hotel, fast service, very good location, easily approachable, all over good experience"
171,HOTEL THE MARVELLOUS,4.3/5,jhansi,India,1938,"['Doctor On Call', 'Sanitizers', 'Sanitizers installed', 'Room Service']","Hotel service was awesome, specially breakfast was good.Room was spacious and equipped was all necessary items.All the service which they provide free of cost you should ask for them, they don't give you without asking.",Hotel room neat and clean but is small and no ventilation. staff behaviour is good. Overall is ok. Nice stay
172,Madhuram Homestay,3.9/5,jhansi,India,1386,"['Sanitizers', 'Sanitizers installed', 'Power backup', 'Restaurant/Coffee Shop']","The hotel is located very near to railway station which is very good. There are nearby options of restaurants where you can grab food. Overall a decent stay
hassle free check in, clean room","Quick response. Staff is very friendly. Rooms are spacious, neat and comfortable. It is located at very desirable place. Restaurant yet to start."
173,JP Farm,4.3/5,jhansi,India,1513,"['Doctor On Call', 'Sanitizers', 'First-aid Services', 'Sanitizers installed']",Good stay and good food. Service is also prompt. Nearby Railway Station Area. Maximum facilities available.,"Neat and clean rooms . staff behaviour is good , for any query contact Mr. Ranjeet Singh.Near kota railway station on walking distance."
174,Hotel Vikas,4.1/5,jhansi,India,1457,"['Doctor On Call', 'First-aid Services', 'Sanitizers installed', 'Parking Facility']","great stay at kota, Good & tasty food. good staff. location is very good everything is approachable from hotel.","Hi, Amit Derasari! Happy to hear that you loved our services. We are amazing just because of amazing guests like you. We"
175,"Rahi Veerangana Tourist Bungalow, Jhansi",4.4/5,jhansi,India,1586,"['Doctor On Call', 'First-aid Services', 'Air Conditioning', 'Indoor Entertainment']",it was very well cleaned and maintened room. also bathroom was very nice. facilities was good also....,"Good Hotel, very good staff, Hygienic and clean room, Food quality also good, room service excellent. central location neat and clean hotel."
176,Hotel Veer Bhumi Palace,4.3/5,jhansi,India,1615,"['Doctor On Call', 'First-aid Services', 'Sanitizers installed', 'Room Service']","Good Hotel. Neat and clean. Very Good Food. Excellent Breakfast. Value for Money. Hotel Staff were cooperative.
Location near to Industrial Area. Hotel Service and Guidance. Relaxing on return. Good Space to have Morning and evening walk also.",Hotel is situated at a peaceful area. Hotel staff is attentive and always delivers prompt service. Check-in process was smooth and rooms are spacious. Overall my stay was amazing and I would love to visit again.
177,Hotel Om Residency,4.1/5,jhansi,India,2212,"['Sanitizers', 'Sanitizers installed', 'Power backup', 'Restaurant/Coffee Shop']","hotel is good but need to improve some more.food is too delicious and quality is awesome, location is very good","Nice experience. Rooms were clean and staff were polite as well. Resturant was also decent with a good quality food.
I liked the way hotel staff treats you. Thry are very nice and polite."
178,Hotel Hari Palace,4.1/5,jhansi,India,891,"['Sanitizers installed', 'Safety authorization certificate', 'Power backup', 'Restaurant/Coffee Shop']","good hotel and cooperative staff and prime location, very nice stay, nice hotel, nice staff, good room, ac is proper work, room neat and clean","Nice room and cooperative and helpful staff.
This is a good property in Gumanpura,Kota.
Good for family stay also"
179,Capital O 31390 Hotel Ambrosia,4.3/5,jhansi,India,1473,"['Sanitizers', 'First-aid Services', 'Sanitizers installed', 'Power backup']","Nice hotel with good amenities, have a pleasant stay with this hotel. its seems like a house, staff behaviour is good.
TV not working. rooms are big with single bed.","Good experience every time booked it.
Cooperative staff... Good facilities... Lactation is very much reachable."
